"listing_value","tweets_Name","tweets_Date","tweets_Retweets","tweets_Likes","tweets_Text","tweets_Replies","tweets_Images","tweets_imageURL","tweets_hrefURL","remove"
"","CNN Breaking News","Mar 2, 2011","49","6","#Senate OKs stopgap measure to fund federal government for 2 weeks. http://on.cnn.com/feWP5N","","","","","1"
"","CNN Breaking News","Mar 2, 2011","112","4","2 dead in shooting on U.S. military bus in #Germany. http://on.cnn.com/gaCnA5","","","","","1"
"","CNN Breaking News","Mar 2, 2011","208","17","Two US soldiers shot, killed Wednesday at Frankfurt, #Germany, airport. http://on.cnn.com/gaCnA5","","","","","1"
"","CNN Breaking News","Mar 2, 2011","168","10","17 bodies found in #Mexico mass grave. http://on.cnn.com/htO1ni","","","","","1"
"","CNN Breaking News","Mar 2, 2011","212","20","#SupremeCourt allows anti-gay protests at military funerals. http://on.cnn.com/hUNE2T","","","","","1"
"","CNN Breaking News","Mar 2, 2011","49","8","4 killed in fighting in #Libya town of al-Brega, doctor says. http://on.cnn.com/hNWRgA","","","","","1"
"","CNN Breaking News","Mar 2, 2011","114","9","#Libya military bombs rebel-held area. http://on.cnn.com/gwjcjX","","","","","1"
"","CNN Breaking News","Mar 2, 2011","92","8","International Criminal Court to investigate #Libya. http://on.cnn.com/hNWRgA","","","","","1"
"","CNN Breaking News","Mar 2, 2011","126","23","#Gadhafi pledges to fight to last man to defend #Libya. http://on.cnn.com/hNWRgA","","","","","1"
"","CNN Breaking News","Mar 2, 2011","48","7","Arab League discusses conflicts across Middle East and North Africa. Live: http://on.cnn.com/cnndcl2","","","","","1"
"","CNN Breaking News","Mar 2, 2011","119","30","Shuttle, space station crews wake up to Coldplay. Live: http://on.cnn.com/cnndcl3","","","","","1"
"","CNN Breaking News","Mar 2, 2011","92","10","#Gadhafi still in control; opposition strength unclear http://on.cnn.com/gwjcjX","","","","","1"
"","CNN Breaking News","Mar 1, 2011","125","8","#House passes bill extending funding for government through March 18. The measure now goes to Senate. http://on.cnn.com/fgCPhy","","","","","1"
"","CNN Breaking News","Mar 1, 2011","63","8","#Stocks end sharply lower amid concern about higher oil prices.
Dow tumbles 169 points; Nasdaq drops 1.7%. http://on.cnn.com/gQ6Yh4","","","","","1"
"","CNN Breaking News","Mar 1, 2011","166","16","U.N. General Assembly votes to oust #Libya from its seat on the 47-member Human Rights Council http://on.cnn.com/etkqAm","","","","","1"
"","CNN Breaking News","Mar 1, 2011","55","8","Bernanke: Inflation risk is modest. http://on.cnn.com/eGyIPn","","","","","1"
"","CNN Breaking News","Mar 1, 2011","62","9","Rain slows Florida wildfire, but shifting winds could blow fire toward more populated area. http://on.cnn.com/epnMeb","","","","","1"
"","CNN Breaking News","Mar 1, 2011","46","9","At least 3 Tunisian government officials resign, country's news agency says. http://on.cnn.com/ftVo4l","","","","","1"
"","CNN Breaking News","Mar 1, 2011","85","8","Iranian security forces clash with protesters in front of Tehran University, opposition website report. http://on.cnn.com/ftVo4l","","","","","1"
"","CNN Breaking News","Mar 1, 2011","557","19","Christian Dior to fire designer John Galliano after he made anti-Semitic remarks, fashion giant says. http://on.cnn.com/hpmtMc","","","","","1"
"","CNN Breaking News","Mar 1, 2011","573","25","Christina Aguilera arrested, released on bail. http://on.cnn.com/gRb22G","","","","","1"
"","CNN Breaking News","Mar 1, 2011","113","7","Fast-moving wildfire engulfs 10,000 acres in #Florida http://on.cnn.com/epnMeb","","","","","1"
"","CNN Breaking News","Mar 1, 2011","102","19","Worldwide censure of #Gadhafi builds; Libyan leader called 'delusional' http://on.cnn.com/fFu2ZM","","","","","1"
"","CNN Breaking News","Mar 1, 2011","61","19","E-mails show Arizona campus worried about AZ shooting suspect Jared Lee #Loughner before shootings http://on.cnn.com/fYBnV8","","","","","1"
"","CNN Breaking News","Mar 1, 2011","249","17","Actress Jane Russell has died at 89 #janerussell http://on.cnn.com/fto1rv","","","","","1"
"","CNN Breaking News","Feb 28, 2011","50","18","Philip and Nancy #Garrido have confessed to their role in the kidnapping
of Jaycee #Dugard http://on.cnn.com/eBAiDe","","","","","1"
"","CNN Breaking News","Feb 28, 2011","131","11","A man was killed in #Tennessee after a trailer lifted by strong winds pinned him underneath it #severe_weather http://on.cnn.com/gmAy9t","","","","","1"
"","CNN Breaking News","Feb 28, 2011","59","14","2 suspects have surfaced in the fatal shooting of American man on the Mexican side of Falcon Lake #falconlake http://on.cnn.com/ezZqMT","","","","","1"
"","CNN Breaking News","Feb 28, 2011","156","18","U.S. repositioning naval, air forces should they be needed with respect to #Libya, Pentagon says. http://on.cnn.com/e0x4e2","","","","","1"
"","CNN Breaking News","Feb 28, 2011","50","18","Philip and Nancy #Garrido have confessed to their role in the kidnapping
of Jaycee #Dugard http://on.cnn.com/eBAiDe","","","","","1"
"","CNN Breaking News","Feb 28, 2011","131","11","A man was killed in #Tennessee after a trailer lifted by strong winds pinned him underneath it #severe_weather http://on.cnn.com/gmAy9t","","","","","1"
"","CNN Breaking News","Feb 28, 2011","59","14","2 suspects have surfaced in the fatal shooting of American man on the Mexican side of Falcon Lake #falconlake http://on.cnn.com/ezZqMT","","","","","1"
"","CNN Breaking News","Feb 28, 2011","156","18","U.S. repositioning naval, air forces should they be needed with respect to #Libya, Pentagon says. http://on.cnn.com/e0x4e2","","","","","1"
"","CNN Breaking News","Feb 28, 2011","82","12","“Col. #Gadhafi needs to step aside,” White House press secretary says. http://on.cnn.com/e0x4e2","","","","","1"
"","CNN Breaking News","Feb 28, 2011","145","13","#Libya military jet bombs base in eastern Libya that stores weapons, ammunition, witnesses say. http://on.cnn.com/e0x4e2","","","","","1"
"","CNN Breaking News","Feb 28, 2011","203","9","#Egypt to seize all properties of #Mubarak and family, bar them from leaving country, authorities say. http://on.cnn.com/e0x4e2","","","","","1"
"","CNN Breaking News","Feb 28, 2011","151","15","#Gadhafi clings to power after security forces turn against him http://on.cnn.com/ebGhnM","","","","","1"
"","CNN Breaking News","Feb 28, 2011","561","33","Oldest American WW1 #veteran Frank Buckles has died at 110 http://on.cnn.com/fto1rv","","","","","1"
"","CNN Breaking News","Feb 28, 2011","78","10","European governments send rescue missions to Libyan desert #Libya http://on.cnn.com/gVhmFh","","","","","1"
"","CNN Breaking News","Feb 28, 2011","115","11","Protesters stay in #Wisconsin Capitol as defiant governor digs in http://on.cnn.com/dJvXxp","","","","","1"
"","CNN Breaking News","Feb 27, 2011","49","22","Pilot's body recovered from Hudson River crash site http://on.cnn.com/guzvwG","","","","","1"
"","CNN Breaking News","Feb 27, 2011","81","9","Duke Snider, Hall of Fame Dodgers center fielder, dies at 84 #DukeSnider http://on.cnn.com/hKBTP6","","","","","1"
"","CNN Breaking News","Feb 27, 2011","160","19","Britain freezing assets of Gadhafi, members of his family, those acting on their behalf. http://on.cnn.com/hBKiuA","","","","","1"
"","CNN Breaking News","Feb 27, 2011","194","16","Tunisia's prime minister resigns, weeks after uprising forced president to quit, official news agency says. http://on.cnn.com/hBKiuA","","","","","1"
"","CNN Breaking News","Feb 27, 2011","133","15","2 dead as protesters, police clash in #Oman, reports say. http://on.cnn.com/fPDTIH","","","","","1"
"","CNN Breaking News","Feb 27, 2011","283","19","China floods Beijing with security forces before planned pro-democracy demonstration. http://on.cnn.com/dJgsRB","","","","","1"
"","CNN Breaking News","Feb 27, 2011","217","17","Security forces in #Libya switch sides, join protesters in city of Zawiya. http://on.cnn.com/gY0stv","","","","","1"
"","CNN Breaking News","Feb 27, 2011","115","14","Iraqi PM gives government ministers 100 days to eliminate corruption and deliver results or face losing their jobs. http://on.cnn.com/hZMVFK","","","","","1"
"","CNN Breaking News","Feb 27, 2011","74","12","Iran govt sources: 2 opposition leaders put in safe house for own welfare http://on.cnn.com/ghxuBg","","","","","1"
"","CNN Breaking News","Feb 27, 2011","87","16","3 protesters die in Tunisia demanding interim government step down http://on.cnn.com/h9k9c8","","","","","1"
"","CNN Breaking News","Feb 27, 2011","98","13","#LibyaSanctions also include a freeze of #Gadhafi assets http://on.cnn.com/hesede","","","","","1"
"","CNN Breaking News","Feb 27, 2011","135","14","#Sanctions against #Libya include travel ban and arms embargo http://on.cnn.com/gThpOk","","","","","1"
"","CNN Breaking News","Feb 27, 2011","147","15","Security Council refers attacks on civilians in Libya to International Criminal Court http://on.cnn.com/g5Z24B","","","","","1"
"","CNN Breaking News","Feb 27, 2011","279","16","Security Council votes 15-0 for sanctions against #Libya and #Gadhafi http://on.cnn.com/g5Z24B","","","","","1"
"","CNN Breaking News","Feb 26, 2011","60","13","Foreign minister claims talks with #Gadhafi opposition figures under way http://on.cnn.com/fu9dLU","","","","","1"
"","CNN Breaking News","Feb 26, 2011","61","8","Ireland's opposition Fine Gael party claims victory in general election http://on.cnn.com/fFEVcU","","","","","1"
"","CNN Breaking News","Feb 26, 2011","58","10","Opposition sources: Ex-justice minister picked to lead alternative #Libya govt http://on.cnn.com/gThpOk","","","","","1"
"","CNN Breaking News","Feb 26, 2011","284","32","Obama on #Gadhafi: A leader who keeps power through mass violence has lost legitimacy http://on.cnn.com/gThpOk","","","","","1"
"","CNN Breaking News","Feb 26, 2011","113","18","Shuttle #Discovery, on final mission, docks with international space station http://on.cnn.com/eHaaS6","","","","","1"
"","CNN Breaking News","Feb 26, 2011","46","18","Texas lawmaker who's been there has advice for Wisconsin's missing Dems http://on.cnn.com/epng6m","","","","","1"
"","CNN Breaking News","Feb 26, 2011","297","33","About 75% of world's coral reefs threatened, environmental research group says http://on.cnn.com/hrlMpz","","","","","1"
"","CNN Breaking News","Feb 25, 2011","137","15","Team working to save Auburn's poisoned trees reports toxin in soil diminished http://on.cnn.com/hfiOG9","","","","","1"
"","CNN Breaking News","Feb 25, 2011","63","11","Stocks close higher to end worst week since November http://on.cnn.com/eZnAhz","","","","","1"
"","CNN Breaking News","Feb 25, 2011","78","13","NFL standardizes sideline test for concussions http://on.cnn.com/h7KBjv","","","","","1"
"","CNN Breaking News","Feb 25, 2011","76","9","Ferry carrying U.S. citizens evacuated from #Libya has arrived in Malta http://on.cnn.com/i8l753","","","","","1"
"","CNN Breaking News","Feb 25, 2011","129","10","U.S. imposing sanctions on #Libya, suspending diplomatic operations there http://on.cnn.com/i8l753","","","","","1"
"","CNN Breaking News","Feb 25, 2011","130","13","Gambian leader slams African Union over silence on #Libya violence. http://on.cnn.com/hTAV4x","","","","","1"
"","CNN Breaking News","Feb 25, 2011","173","16","During speech, Gadhafi tells Libyans to ""sing, dance and be happy."" http://on.cnn.com/i8l753","","","","","1"
"","CNN Breaking News","Feb 25, 2011","106","10","#Gadhafi makes public appearance aired on state television in #Libya. http://on.cnn.com/i8l753","","","","","1"
"","CNN Breaking News","Feb 25, 2011","62","5","Police: Four children dead after being swept away in Kentucky creek. http://on.cnn.com/fEVYSQ","","","","","1"
"","CNN Breaking News","Feb 25, 2011","137","8","United Nations says #Libya crackdown ""escalating alarmingly."" http://on.cnn.com/gpT2YK","","","","","1"
"","CNN Breaking News","Feb 25, 2011","146","13","Protesters take control of eastern Libyan city of Brega and its oil terminal, source says. http://on.cnn.com/i8l753","","","","","1"
"","CNN Breaking News","Feb 25, 2011","73","7","Evacuation flight chartered by U.S. government scheduled to leave Libya today. http://on.cnn.com/i8l753","","","","","1"
"","CNN Breaking News","Feb 25, 2011","104","15","A U.S.-chartered ferry with at least 285 people on board leaves Lybia for Malta. http://on.cnn.com/i8l753","","","","","1"
"","CNN Breaking News","Feb 25, 2011","62","5","Police: Four children dead after being swept away in Kentucky creek. http://on.cnn.com/fEVYSQ","","","","","1"
"","CNN Breaking News","Feb 25, 2011","137","8","United Nations says #Libya crackdown ""escalating alarmingly."" http://on.cnn.com/gpT2YK","","","","","1"
"","CNN Breaking News","Feb 25, 2011","146","13","Protesters take control of eastern Libyan city of Brega and its oil terminal, source says. http://on.cnn.com/i8l753","","","","","1"
"","CNN Breaking News","Feb 25, 2011","73","7","Evacuation flight chartered by U.S. government scheduled to leave Libya today. http://on.cnn.com/i8l753","","","","","1"
"","CNN Breaking News","Feb 25, 2011","104","15","A U.S.-chartered ferry with at least 285 people on board leaves Lybia for Malta. http://on.cnn.com/i8l753","","","","","1"
"","CNN Breaking News","Feb 25, 2011","139","12","U.N. body says ""thousands may have been killed or injured"" in Libya protests. http://on.cnn.com/e4giwm","","","","","1"
"","CNN Breaking News","Feb 25, 2011","103","13","#Wisconsin Assembly passes union-weakening bill, moves to Senate http://on.cnn.com/f7n0vU","","","","","1"
"","CNN Breaking News","Feb 25, 2011","313","34","Deaths of baby bottlenose #dolphins in #Gulf of Mexico worry scientists http://on.cnn.com/gefjCO","","","","","1"
"","CNN Breaking News","Feb 25, 2011","101","7","U.N. Security Council to meet at 3 p.m. Friday to discuss taking additional measures against Libya http://on.cnn.com/h20KOj","","","","","1"
"","CNN Breaking News","Feb 24, 2011","114","25","Air Force awards an initial $3.5 billion-plus contract to #Boeing to produce
18 aerial refueling tankers.http://on.cnn.com/gbGv8d","","","","","1"
"","CNN Breaking News","Feb 24, 2011","301","31","Shuttle Discovery lifts off from Cape Canaveral, Fla., on it's final mission http://on.cnn.com/fhXcz4","","","","","1"
"","CNN Breaking News","Feb 24, 2011","97","10","Algeria officially lifts state of emergency. http://on.cnn.com/hgDhJd","","","","","1"
"","CNN Breaking News","Feb 24, 2011","239","22","Switzerland orders freezing of Libyan leader Moammar Gadhafi's assets. http://on.cnn.com/hAWnCp","","","","","1"
"","CNN Breaking News","Feb 24, 2011","75","11","Saudi national arrested in Texas on terror charge. http://on.cnn.com/icFBTL","","","","","1"
"","CNN Breaking News","Feb 24, 2011","237","15","Libya's ambassador to Jordan announces resignation. http://on.cnn.com/hAWnCp","","","","","1"
"","CNN Breaking News","Feb 24, 2011","242","25","Gadhafi blames Osama bin Laden influence for Libya unrest. http://on.cnn.com/hAWnCp","","","","","1"
"","CNN Breaking News","Feb 24, 2011","75","10","Witness: Supporters and opponents of Gadhafi clash in Libyan city of Zawiya. http://on.cnn.com/hAWnCp","","","","","1"
"","CNN Breaking News","Feb 24, 2011","66","5","Ferry hired to take Americans from Libya will leave Friday, sources say. http://on.cnn.com/hAWnCp","","","","","1"
"","CNN Breaking News","Feb 24, 2011","139","7","Statement from Lybian leader Moammar Gadhafi expected soon, state television reports. http://on.cnn.com/hAWnCp","","","","","1"
"","CNN Breaking News","Feb 24, 2011","173","13","#Wikileaks Julian Assange can be extradited to Sweden in sex assault case, British judge rules. http://on.cnn.com/dXgW1e","","","","","1"
